hyperedge_id,resource_id,resource_title,resource_type,domain,topic,level,goal,skill,prerequisite,rating,evidence_id,evidence_type,evidence_text
H0378,Resource126,Digital Marketing tổng quan,Book,Marketing số,DigitalMarketing,Foundation,UnderstandTheory,SEOPlanning,None,3.7,E0378,SkillEvidence,"Nội dung 'Digital Marketing tổng quan' rèn kỹ năng SEOPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0379,Resource127,SEO cơ bản cho website,Video,Marketing số,SEO,Intermediate,DevelopCareer,ContentWriting,None,4.4,E0379,ContentEvidence,"Tài liệu 'SEO cơ bản cho website' thuộc ngành Marketing số, hỗ trợ chủ đề SEO và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0380,Resource127,SEO cơ bản cho website,Video,Marketing số,SEO,Intermediate,DevelopCareer,ContentWriting,None,4.4,E0380,LevelGoalEvidence,"'SEO cơ bản cho website' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0381,Resource127,SEO cơ bản cho website,Video,Marketing số,SEO,Intermediate,DevelopCareer,ContentWriting,None,4.4,E0381,SkillEvidence,"Nội dung 'SEO cơ bản cho website' rèn kỹ năng ContentWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0382,Resource128,Content Marketing thực hành,Notebook,Marketing số,ContentMarketing,ProjectReady,LearnProgramming,CampaignPlanning,None,3.7,E0382,ContentEvidence,"Tài liệu 'Content Marketing thực hành' thuộc ngành Marketing số, hỗ trợ chủ đề ContentMarketing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0383,Resource128,Content Marketing thực hành,Notebook,Marketing số,ContentMarketing,ProjectReady,LearnProgramming,CampaignPlanning,None,3.7,E0383,LevelGoalEvidence,"'Content Marketing thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0384,Resource128,Content Marketing thực hành,Notebook,Marketing số,ContentMarketing,ProjectReady,LearnProgramming,CampaignPlanning,None,3.7,E0384,SkillEvidence,"Nội dung 'Content Marketing thực hành' rèn kỹ năng CampaignPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0385,Resource129,Quản trị mạng xã hội,ProjectSample,Marketing số,SocialMedia,Foundation,LearnBusiness,AnalyticsReading,None,4.4,E0385,ContentEvidence,"Tài liệu 'Quản trị mạng xã hội' thuộc ngành Marketing số, hỗ trợ chủ đề SocialMedia và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0386,Resource129,Quản trị mạng xã hội,ProjectSample,Marketing số,SocialMedia,Foundation,LearnBusiness,AnalyticsReading,None,4.4,E0386,LevelGoalEvidence,"'Quản trị mạng xã hội' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0387,Resource129,Quản trị mạng xã hội,ProjectSample,Marketing số,SocialMedia,Foundation,LearnBusiness,AnalyticsReading,None,4.4,E0387,SkillEvidence,"Nội dung 'Quản trị mạng xã hội' rèn kỹ năng AnalyticsReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0388,Resource130,Đo lường chiến dịch marketing,Tutorial,Marketing số,MarketingAnalytics,Intermediate,ServiceOperations,SocialMediaManagement,None,3.7,E0388,ContentEvidence,"Tài liệu 'Đo lường chiến dịch marketing' thuộc ngành Marketing số, hỗ trợ chủ đề MarketingAnalytics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0389,Resource130,Đo lường chiến dịch marketing,Tutorial,Marketing số,MarketingAnalytics,Intermediate,ServiceOperations,SocialMediaManagement,None,3.7,E0389,LevelGoalEvidence,"'Đo lường chiến dịch marketing' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0390,Resource130,Đo lường chiến dịch marketing,Tutorial,Marketing số,MarketingAnalytics,Intermediate,ServiceOperations,SocialMediaManagement,None,3.7,E0390,SkillEvidence,"Nội dung 'Đo lường chiến dịch marketing' rèn kỹ năng SocialMediaManagement, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0391,Resource131,Xây dựng thương hiệu cá nhân,Slide,Marketing số,BrandCommunication,ProjectReady,FinancialAnalysis,BrandMessaging,None,4.4,E0391,ContentEvidence,"Tài liệu 'Xây dựng thương hiệu cá nhân' thuộc ngành Marketing số, hỗ trợ chủ đề BrandCommunication và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0392,Resource131,Xây dựng thương hiệu cá nhân,Slide,Marketing số,BrandCommunication,ProjectReady,FinancialAnalysis,BrandMessaging,None,4.4,E0392,LevelGoalEvidence,"'Xây dựng thương hiệu cá nhân' phù hợp mức ProjectReady, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0393,Resource131,Xây dựng thương hiệu cá nhân,Slide,Marketing số,BrandCommunication,ProjectReady,FinancialAnalysis,BrandMessaging,None,4.4,E0393,SkillEvidence,"Nội dung 'Xây dựng thương hiệu cá nhân' rèn kỹ năng BrandMessaging, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0394,Resource132,Viết nội dung quảng cáo,PracticeExercise,Marketing số,DigitalMarketing,Foundation,CreativeDesign,SEOPlanning,None,3.7,E0394,ContentEvidence,"Tài liệu 'Viết nội dung quảng cáo' thuộc ngành Marketing số, hỗ trợ chủ đề DigitalMarketing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0395,Resource132,Viết nội dung quảng cáo,PracticeExercise,Marketing số,DigitalMarketing,Foundation,CreativeDesign,SEOPlanning,None,3.7,E0395,LevelGoalEvidence,"'Viết nội dung quảng cáo' phù hợp mức Foundation, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0396,Resource132,Viết nội dung quảng cáo,PracticeExercise,Marketing số,DigitalMarketing,Foundation,CreativeDesign,SEOPlanning,None,3.7,E0396,SkillEvidence,"Nội dung 'Viết nội dung quảng cáo' rèn kỹ năng SEOPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0397,Resource133,Email Marketing căn bản,Book,Marketing số,SEO,Intermediate,LearnFoundation,ContentWriting,None,4.4,E0397,ContentEvidence,"Tài liệu 'Email Marketing căn bản' thuộc ngành Marketing số, hỗ trợ chủ đề SEO và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0398,Resource133,Email Marketing căn bản,Book,Marketing số,SEO,Intermediate,LearnFoundation,ContentWriting,None,4.4,E0398,LevelGoalEvidence,"'Email Marketing căn bản' phù hợp mức Intermediate, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0399,Resource133,Email Marketing căn bản,Book,Marketing số,SEO,Intermediate,LearnFoundation,ContentWriting,None,4.4,E0399,SkillEvidence,"Nội dung 'Email Marketing căn bản' rèn kỹ năng ContentWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0400,Resource134,Phân tích khách hàng mục tiêu,Video,Marketing số,ContentMarketing,ProjectReady,PrepareExam,CampaignPlanning,None,3.7,E0400,ContentEvidence,"Tài liệu 'Phân tích khách hàng mục tiêu' thuộc ngành Marketing số, hỗ trợ chủ đề ContentMarketing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0401,Resource134,Phân tích khách hàng mục tiêu,Video,Marketing số,ContentMarketing,ProjectReady,PrepareExam,CampaignPlanning,None,3.7,E0401,LevelGoalEvidence,"'Phân tích khách hàng mục tiêu' phù hợp mức ProjectReady, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0402,Resource134,Phân tích khách hàng mục tiêu,Video,Marketing số,ContentMarketing,ProjectReady,PrepareExam,CampaignPlanning,None,3.7,E0402,SkillEvidence,"Nội dung 'Phân tích khách hàng mục tiêu' rèn kỹ năng CampaignPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0403,Resource135,Kế hoạch truyền thông số,Notebook,Marketing số,SocialMedia,Foundation,ImproveCommunication,AnalyticsReading,None,4.4,E0403,ContentEvidence,"Tài liệu 'Kế hoạch truyền thông số' thuộc ngành Marketing số, hỗ trợ chủ đề SocialMedia và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0404,Resource135,Kế hoạch truyền thông số,Notebook,Marketing số,SocialMedia,Foundation,ImproveCommunication,AnalyticsReading,None,4.4,E0404,LevelGoalEvidence,"'Kế hoạch truyền thông số' phù hợp mức Foundation, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0405,Resource135,Kế hoạch truyền thông số,Notebook,Marketing số,SocialMedia,Foundation,ImproveCommunication,AnalyticsReading,None,4.4,E0405,SkillEvidence,"Nội dung 'Kế hoạch truyền thông số' rèn kỹ năng AnalyticsReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0406,Resource136,Pháp luật kinh doanh căn bản,Slide,Luật kinh tế,BusinessLaw,ProjectReady,FinancialAnalysis,ContractReading,None,3.7,E0406,ContentEvidence,"Tài liệu 'Pháp luật kinh doanh căn bản' thuộc ngành Luật kinh tế, hỗ trợ chủ đề BusinessLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0407,Resource136,Pháp luật kinh doanh căn bản,Slide,Luật kinh tế,BusinessLaw,ProjectReady,FinancialAnalysis,ContractReading,None,3.7,E0407,LevelGoalEvidence,"'Pháp luật kinh doanh căn bản' phù hợp mức ProjectReady, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0408,Resource136,Pháp luật kinh doanh căn bản,Slide,Luật kinh tế,BusinessLaw,ProjectReady,FinancialAnalysis,ContractReading,None,3.7,E0408,SkillEvidence,"Nội dung 'Pháp luật kinh doanh căn bản' rèn kỹ năng ContractReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0409,Resource137,Luật hợp đồng thực hành,PracticeExercise,Luật kinh tế,ContractLaw,Foundation,CreativeDesign,LegalReasoning,None,4.4,E0409,ContentEvidence,"Tài liệu 'Luật hợp đồng thực hành' thuộc ngành Luật kinh tế, hỗ trợ chủ đề ContractLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0410,Resource137,Luật hợp đồng thực hành,PracticeExercise,Luật kinh tế,ContractLaw,Foundation,CreativeDesign,LegalReasoning,None,4.4,E0410,LevelGoalEvidence,"'Luật hợp đồng thực hành' phù hợp mức Foundation, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0411,Resource137,Luật hợp đồng thực hành,PracticeExercise,Luật kinh tế,ContractLaw,Foundation,CreativeDesign,LegalReasoning,None,4.4,E0411,SkillEvidence,"Nội dung 'Luật hợp đồng thực hành' rèn kỹ năng LegalReasoning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0412,Resource138,Luật lao động cho doanh nghiệp,Book,Luật kinh tế,LaborLaw,Intermediate,LearnFoundation,ComplianceChecklist,None,3.7,E0412,ContentEvidence,"Tài liệu 'Luật lao động cho doanh nghiệp' thuộc ngành Luật kinh tế, hỗ trợ chủ đề LaborLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0413,Resource138,Luật lao động cho doanh nghiệp,Book,Luật kinh tế,LaborLaw,Intermediate,LearnFoundation,ComplianceChecklist,None,3.7,E0413,LevelGoalEvidence,"'Luật lao động cho doanh nghiệp' phù hợp mức Intermediate, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0414,Resource138,Luật lao động cho doanh nghiệp,Book,Luật kinh tế,LaborLaw,Intermediate,LearnFoundation,ComplianceChecklist,None,3.7,E0414,SkillEvidence,"Nội dung 'Luật lao động cho doanh nghiệp' rèn kỹ năng ComplianceChecklist, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0415,Resource139,Pháp luật thuế cơ bản,Video,Luật kinh tế,TaxLaw,ProjectReady,PrepareExam,CaseAnalysis,None,4.4,E0415,ContentEvidence,"Tài liệu 'Pháp luật thuế cơ bản' thuộc ngành Luật kinh tế, hỗ trợ chủ đề TaxLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0416,Resource139,Pháp luật thuế cơ bản,Video,Luật kinh tế,TaxLaw,ProjectReady,PrepareExam,CaseAnalysis,None,4.4,E0416,LevelGoalEvidence,"'Pháp luật thuế cơ bản' phù hợp mức ProjectReady, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0417,Resource139,Pháp luật thuế cơ bản,Video,Luật kinh tế,TaxLaw,ProjectReady,PrepareExam,CaseAnalysis,None,4.4,E0417,SkillEvidence,"Nội dung 'Pháp luật thuế cơ bản' rèn kỹ năng CaseAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0418,Resource140,Sở hữu trí tuệ nhập môn,Notebook,Luật kinh tế,IntellectualProperty,Foundation,ImproveCommunication,LegalWriting,None,3.7,E0418,ContentEvidence,"Tài liệu 'Sở hữu trí tuệ nhập môn' thuộc ngành Luật kinh tế, hỗ trợ chủ đề IntellectualProperty và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0419,Resource140,Sở hữu trí tuệ nhập môn,Notebook,Luật kinh tế,IntellectualProperty,Foundation,ImproveCommunication,LegalWriting,None,3.7,E0419,LevelGoalEvidence,"'Sở hữu trí tuệ nhập môn' phù hợp mức Foundation, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0420,Resource140,Sở hữu trí tuệ nhập môn,Notebook,Luật kinh tế,IntellectualProperty,Foundation,ImproveCommunication,LegalWriting,None,3.7,E0420,SkillEvidence,"Nội dung 'Sở hữu trí tuệ nhập môn' rèn kỹ năng LegalWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0421,Resource141,Kỹ năng đọc hợp đồng,ProjectSample,Luật kinh tế,LegalCompliance,Intermediate,UnderstandTheory,RiskIdentification,None,4.4,E0421,ContentEvidence,"Tài liệu 'Kỹ năng đọc hợp đồng' thuộc ngành Luật kinh tế, hỗ trợ chủ đề LegalCompliance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0422,Resource141,Kỹ năng đọc hợp đồng,ProjectSample,Luật kinh tế,LegalCompliance,Intermediate,UnderstandTheory,RiskIdentification,None,4.4,E0422,LevelGoalEvidence,"'Kỹ năng đọc hợp đồng' phù hợp mức Intermediate, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0423,Resource141,Kỹ năng đọc hợp đồng,ProjectSample,Luật kinh tế,LegalCompliance,Intermediate,UnderstandTheory,RiskIdentification,None,4.4,E0423,SkillEvidence,"Nội dung 'Kỹ năng đọc hợp đồng' rèn kỹ năng RiskIdentification, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0424,Resource142,Phân tích tình huống pháp lý,Tutorial,Luật kinh tế,BusinessLaw,ProjectReady,DevelopCareer,ContractReading,None,3.7,E0424,ContentEvidence,"Tài liệu 'Phân tích tình huống pháp lý' thuộc ngành Luật kinh tế, hỗ trợ chủ đề BusinessLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0425,Resource142,Phân tích tình huống pháp lý,Tutorial,Luật kinh tế,BusinessLaw,ProjectReady,DevelopCareer,ContractReading,None,3.7,E0425,LevelGoalEvidence,"'Phân tích tình huống pháp lý' phù hợp mức ProjectReady, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0426,Resource142,Phân tích tình huống pháp lý,Tutorial,Luật kinh tế,BusinessLaw,ProjectReady,DevelopCareer,ContractReading,None,3.7,E0426,SkillEvidence,"Nội dung 'Phân tích tình huống pháp lý' rèn kỹ năng ContractReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0427,Resource143,Tuân thủ pháp luật doanh nghiệp,Slide,Luật kinh tế,ContractLaw,Foundation,LearnProgramming,LegalReasoning,None,4.4,E0427,ContentEvidence,"Tài liệu 'Tuân thủ pháp luật doanh nghiệp' thuộc ngành Luật kinh tế, hỗ trợ chủ đề ContractLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0428,Resource143,Tuân thủ pháp luật doanh nghiệp,Slide,Luật kinh tế,ContractLaw,Foundation,LearnProgramming,LegalReasoning,None,4.4,E0428,LevelGoalEvidence,"'Tuân thủ pháp luật doanh nghiệp' phù hợp mức Foundation, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0429,Resource143,Tuân thủ pháp luật doanh nghiệp,Slide,Luật kinh tế,ContractLaw,Foundation,LearnProgramming,LegalReasoning,None,4.4,E0429,SkillEvidence,"Nội dung 'Tuân thủ pháp luật doanh nghiệp' rèn kỹ năng LegalReasoning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0430,Resource144,Viết văn bản pháp lý,PracticeExercise,Luật kinh tế,LaborLaw,Intermediate,LearnBusiness,ComplianceChecklist,None,3.7,E0430,ContentEvidence,"Tài liệu 'Viết văn bản pháp lý' thuộc ngành Luật kinh tế, hỗ trợ chủ đề LaborLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0431,Resource144,Viết văn bản pháp lý,PracticeExercise,Luật kinh tế,LaborLaw,Intermediate,LearnBusiness,ComplianceChecklist,None,3.7,E0431,LevelGoalEvidence,"'Viết văn bản pháp lý' phù hợp mức Intermediate, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0432,Resource144,Viết văn bản pháp lý,PracticeExercise,Luật kinh tế,LaborLaw,Intermediate,LearnBusiness,ComplianceChecklist,None,3.7,E0432,SkillEvidence,"Nội dung 'Viết văn bản pháp lý' rèn kỹ năng ComplianceChecklist, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0433,Resource145,Case study tranh chấp thương mại,Book,Luật kinh tế,TaxLaw,ProjectReady,ServiceOperations,CaseAnalysis,None,4.4,E0433,ContentEvidence,"Tài liệu 'Case study tranh chấp thương mại' thuộc ngành Luật kinh tế, hỗ trợ chủ đề TaxLaw và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0434,Resource145,Case study tranh chấp thương mại,Book,Luật kinh tế,TaxLaw,ProjectReady,ServiceOperations,CaseAnalysis,None,4.4,E0434,LevelGoalEvidence,"'Case study tranh chấp thương mại' phù hợp mức ProjectReady, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0435,Resource145,Case study tranh chấp thương mại,Book,Luật kinh tế,TaxLaw,ProjectReady,ServiceOperations,CaseAnalysis,None,4.4,E0435,SkillEvidence,"Nội dung 'Case study tranh chấp thương mại' rèn kỹ năng CaseAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0436,Resource146,Điều dưỡng cơ bản,ProjectSample,Điều dưỡng và chăm sóc sức khỏe,BasicNursing,Intermediate,UnderstandTheory,PatientObservation,None,3.7,E0436,ContentEvidence,"Tài liệu 'Điều dưỡng cơ bản' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề BasicNursing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0437,Resource146,Điều dưỡng cơ bản,ProjectSample,Điều dưỡng và chăm sóc sức khỏe,BasicNursing,Intermediate,UnderstandTheory,PatientObservation,None,3.7,E0437,LevelGoalEvidence,"'Điều dưỡng cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0438,Resource146,Điều dưỡng cơ bản,ProjectSample,Điều dưỡng và chăm sóc sức khỏe,BasicNursing,Intermediate,UnderstandTheory,PatientObservation,None,3.7,E0438,SkillEvidence,"Nội dung 'Điều dưỡng cơ bản' rèn kỹ năng PatientObservation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0439,Resource147,Chăm sóc người bệnh nhập môn,Tutorial,Điều dưỡng và chăm sóc sức khỏe,PatientCare,ProjectReady,DevelopCareer,NursingProcedure,None,4.4,E0439,ContentEvidence,"Tài liệu 'Chăm sóc người bệnh nhập môn' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề PatientCare và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0440,Resource147,Chăm sóc người bệnh nhập môn,Tutorial,Điều dưỡng và chăm sóc sức khỏe,PatientCare,ProjectReady,DevelopCareer,NursingProcedure,None,4.4,E0440,LevelGoalEvidence,"'Chăm sóc người bệnh nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0441,Resource147,Chăm sóc người bệnh nhập môn,Tutorial,Điều dưỡng và chăm sóc sức khỏe,PatientCare,ProjectReady,DevelopCareer,NursingProcedure,None,4.4,E0441,SkillEvidence,"Nội dung 'Chăm sóc người bệnh nhập môn' rèn kỹ năng NursingProcedure, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0442,Resource148,Giao tiếp trong y tế,Slide,Điều dưỡng và chăm sóc sức khỏe,MedicalCommunication,Foundation,LearnProgramming,MedicalCommunication,None,3.7,E0442,ContentEvidence,"Tài liệu 'Giao tiếp trong y tế' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề MedicalCommunication và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0443,Resource148,Giao tiếp trong y tế,Slide,Điều dưỡng và chăm sóc sức khỏe,MedicalCommunication,Foundation,LearnProgramming,MedicalCommunication,None,3.7,E0443,LevelGoalEvidence,"'Giao tiếp trong y tế' phù hợp mức Foundation, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0444,Resource148,Giao tiếp trong y tế,Slide,Điều dưỡng và chăm sóc sức khỏe,MedicalCommunication,Foundation,LearnProgramming,MedicalCommunication,None,3.7,E0444,SkillEvidence,"Nội dung 'Giao tiếp trong y tế' rèn kỹ năng MedicalCommunication, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0445,Resource149,Sơ cấp cứu căn bản,PracticeExercise,Điều dưỡng và chăm sóc sức khỏe,FirstAid,Intermediate,LearnBusiness,FirstAidSkill,PythonBasic;MathBasic,4.4,E0445,ContentEvidence,"Tài liệu 'Sơ cấp cứu căn bản' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề FirstAid và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0446,Resource149,Sơ cấp cứu căn bản,PracticeExercise,Điều dưỡng và chăm sóc sức khỏe,FirstAid,Intermediate,LearnBusiness,FirstAidSkill,PythonBasic;MathBasic,4.4,E0446,LevelGoalEvidence,"'Sơ cấp cứu căn bản' phù hợp mức Intermediate, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0447,Resource149,Sơ cấp cứu căn bản,PracticeExercise,Điều dưỡng và chăm sóc sức khỏe,FirstAid,Intermediate,LearnBusiness,FirstAidSkill,PythonBasic;MathBasic,4.4,E0447,SkillEvidence,"Nội dung 'Sơ cấp cứu căn bản' rèn kỹ năng FirstAidSkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0448,Resource150,An toàn người bệnh,Book,Điều dưỡng và chăm sóc sức khỏe,ClinicalSafety,ProjectReady,ServiceOperations,ClinicalDocumentation,None,3.7,E0448,ContentEvidence,"Tài liệu 'An toàn người bệnh' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề ClinicalSafety và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0449,Resource150,An toàn người bệnh,Book,Điều dưỡng và chăm sóc sức khỏe,ClinicalSafety,ProjectReady,ServiceOperations,ClinicalDocumentation,None,3.7,E0449,LevelGoalEvidence,"'An toàn người bệnh' phù hợp mức ProjectReady, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0450,Resource150,An toàn người bệnh,Book,Điều dưỡng và chăm sóc sức khỏe,ClinicalSafety,ProjectReady,ServiceOperations,ClinicalDocumentation,None,3.7,E0450,SkillEvidence,"Nội dung 'An toàn người bệnh' rèn kỹ năng ClinicalDocumentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0451,Resource151,Giáo dục sức khỏe cộng đồng,Video,Điều dưỡng và chăm sóc sức khỏe,HealthEducation,Foundation,FinancialAnalysis,SafetyCare,None,4.4,E0451,ContentEvidence,"Tài liệu 'Giáo dục sức khỏe cộng đồng' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề HealthEducation và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0452,Resource151,Giáo dục sức khỏe cộng đồng,Video,Điều dưỡng và chăm sóc sức khỏe,HealthEducation,Foundation,FinancialAnalysis,SafetyCare,None,4.4,E0452,LevelGoalEvidence,"'Giáo dục sức khỏe cộng đồng' phù hợp mức Foundation, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0453,Resource151,Giáo dục sức khỏe cộng đồng,Video,Điều dưỡng và chăm sóc sức khỏe,HealthEducation,Foundation,FinancialAnalysis,SafetyCare,None,4.4,E0453,SkillEvidence,"Nội dung 'Giáo dục sức khỏe cộng đồng' rèn kỹ năng SafetyCare, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
